UID	province	city	year	微博数	微博字数	消极感受	社会比较	强迫性思维	认知偏差	休息不耐受	词数	每句平均词数	字典覆盖率	数字比率	词长大于等于6的比率	词长大于等于4的比率	拉丁词比率	at用户数量	情感词数量	标签数量	url数量
江苏 盐城_2013	江苏	盐城	2013	135068	4160342	3.126118188428938e-06	5.5308244872204285e-06	7.2141188963744725e-06	6.492707006737025e-06	2.23638E-05	4158512	4158512	8.031719037963579e-05	0.009954041253217498	0	0	7.622918967169026e-05	0	1	4	0
江苏 盐城_2014	江苏	盐城	2014	126941	3579159	2.5166708471365737e-06	4.474081506020576e-06	1.2024094047430297e-05	5.312971788399434e-06	2.43278E-05	3576153	3576153	8.025383701424408e-05	0.009252120924356424	0	0	0.00017840400005257045	0	0	1	0
江苏 盐城_2015	江苏	盐城	2015	90340	2125873	1.413215163421846e-06	8.008219259390461e-06	8.950362701671693e-06	8.950362701671693e-06	2.73222E-05	2122819	265352.375	9.091684218013877e-05	0.007092455833493105	0	0	0.00027369266998269754	0	0	10	0
江苏 盐城_2016	江苏	盐城	2016	98843	2647842	4.15904490180495e-06	1.1720944723268495e-05	1.0586659750048963e-05	5.671424866097659e-06	3.21381E-05	2644838	2644838	0.00010511040751834328	0.00753505507709735	0	0	0.00018904749553658862	0	0	8	0
江苏 盐城_2017	江苏	盐城	2017	65361	1954670	2.0483156700245388e-06	6.657025927579751e-06	9.72949943261656e-06	7.681183762592021e-06	2.6116E-05	1952824	1952824	9.371044190362264e-05	0.010422854286919865	0	0	0.00017154643736455512	0	0	0	0
江苏 盐城_2018	江苏	盐城	2018	63996	1938257	3.0977063033676713e-06	4.130275071156895e-06	9.809403293997626e-06	7.744265758419178e-06	2.47817E-05	1936917	1936917	8.312178580703251e-05	0.00879232305772524	0	0	9.809403293997627e-05	0	0	1	0
江苏 盐城_2019	江苏	盐城	2019	41760	1274797	7.849299724725059e-07	7.064369752252553e-06	1.569859944945012e-05	1.0204089642142577e-05	3.3752E-05	1273999	1273999	0.00012087921576076591	0.008668766615986355	0	0	0.00012401893565065593	0	0	1	0
江苏 盐城_2020	江苏	盐城	2020	36384	1166057	2.574172639462238e-06	5.148345278924476e-06	1.5445035836773428e-05	6.864460371899302e-06	3.0032E-05	1165423	1165423	0.00010468302067146435	0.01015511106267853	0	0	0.00010382496312497693	0	0	13	0
江苏 盐城_2021	江苏	盐城	2021	25995	801101	3.746408131204208e-06	7.492816262408416e-06	2.9971265049633664e-05	4.995210841605611e-06	4.62057E-05	800767	800767	0.00014735871982736551	0.009565828761674744	0	0	6.743534636167574e-05	0	0	9	0
江苏 盐城_2022	江苏	盐城	2022	21837	692688	0	7.220925664902835e-06	3.1772072925572475e-05	1.2997666196825103e-05	5.19907E-05	692432	692432	0.00018196732675555144	0.008441262102271415	0	0	8.520692284585346e-05	0	0	1	0
江苏 盐城_2023	江苏	盐城	2023	34956	1264256	1.5826015120174845e-06	1.028690982811365e-05	1.8991218144209814e-05	6.330406048069938e-06	3.71911E-05	1263742	180534.57142857142	0.00012739942171740751	0.007670869528748747	0	0	6.330406048069939e-05	0	0	0	0
江苏 盐城_2024	江苏	盐城	2024	72306	3267519	1.2249944186191802e-06	3.9812318605123356e-06	6.737469302405491e-06	3.6749832558575407e-06	1.56187E-05	3265321	1632660.5	5.267476000062475e-05	0.013071609192480616	0	0	5.879973209372065e-05	0	0	6	0
江苏 扬州_2010	江苏	扬州	2010	140205	3513457	3.4176515436535206e-06	2.5632386577401406e-06	1.2246584698091782e-05	8.544128859133802e-06	2.67716E-05	3511183	702236.6	9.313100456455843e-05	0.005919087669312593	0	0	0.00011819378255135092	0	0	6	0
江苏 扬州_2011	江苏	扬州	2011	1108691	31129461	2.475024352471754e-06	5.657198519935437e-06	1.0960822132374909e-05	6.203632467883746e-06	2.52967E-05	31110805	4444400.714285715	8.247938296678598e-05	0.010015298543383882	0	0	0.00010128313941088956	0	0	22	0
江苏 扬州_2012	江苏	扬州	2012	1089213	33201191	4.158406980579184e-06	5.333608953351563e-06	9.04001517517214e-06	5.363742337268803e-06	2.38958E-05	33185785	11061928.333333334	7.913026616667347e-05	0.011370591354099353	0	0	8.551854355712846e-05	0	0	24	1
江苏 扬州_2013	江苏	扬州	2013	404006	12063880	2.7367581954712123e-06	5.722312590530717e-06	7.546818054178192e-06	6.13697292317787e-06	2.21429E-05	12058062	12058062	7.48876560760759e-05	0.009558418259916063	0	0	0.00011088017294984883	0	0	7	0
江苏 扬州_2014	江苏	扬州	2014	351996	9810394	2.7548872720534847e-06	3.979281615188367e-06	7.040267473025572e-06	5.917905991818597e-06	1.96923E-05	9800764	4900382	6.958641183483247e-05	0.01054274952442483	0	0	0.00017998596844082769	0	0	4	0
江苏 扬州_2015	江苏	扬州	2015	252008	6730242	2.5288858264577392e-06	2.677643816249371e-06	8.181689438539745e-06	5.355287632498742e-06	1.87435E-05	6722328	6722328	6.530475751852632e-05	0.009863100997154556	0	0	0.00022060809886098983	0	0	16	2
江苏 扬州_2016	江苏	扬州	2016	245752	7522319	1.7297044134738651e-06	5.0560590547697595e-06	8.781576253021162e-06	6.120492539984446e-06	2.16878E-05	7515735	3757867.5	7.637310256415374e-05	0.011290978194414785	0	0	0.00014742403770223405	0	0	18	0
江苏 扬州_2017	江苏	扬州	2017	180958	6366557	6.287592928658613e-07	3.6153659339787022e-06	8.331060630472662e-06	6.130403105442147e-06	1.87056E-05	6361735	6361735	6.444782751875078e-05	0.012848224580244226	0	0	0.00011757798776591606	0	0	4	0
江苏 扬州_2018	江苏	扬州	2018	163675	6349207	2.3638020589976627e-06	4.885190921928503e-06	6.933819373059811e-06	5.673124941594391e-06	1.98559E-05	6345709	1269141.8	6.94957805345313e-05	0.013507868072740178	0	0	0.0001093652419296252	0	0	3	1
江苏 扬州_2019	江苏	扬州	2019	142498	5346916	2.245511503194053e-06	4.116771089189097e-06	1.2537439226166795e-05	5.052400882186619e-06	2.39521E-05	5343994	2671997	8.439380732837649e-05	0.0134421932359954	0	0	0.0001231288807584739	0	0	9	0
江苏 扬州_2020	江苏	扬州	2020	144926	5654617	2.300404110220501e-06	4.600808220441002e-06	7.962937304609425e-06	4.600808220441002e-06	1.9465E-05	5651181	627909	6.954298579358899e-05	0.016683415378130693	0	0	9.237007273346934e-05	0	0	5	0
江苏 扬州_2021	江苏	扬州	2021	101913	4055565	9.866873673676341e-07	4.686764994996262e-06	1.2826935775779243e-05	4.93343683683817e-06	2.34338E-05	4053969	38244.99056603773	7.84416457057269e-05	0.018394319246151116	0	0	6.438135072073812e-05	0	0	5	0
江苏 扬州_2022	江苏	扬州	2022	65416	2718785	1.8398796865875346e-06	8.46344655830266e-06	1.2879157806112743e-05	4.415711247810083e-06	2.75982E-05	2717569	679392.25	9.346588807864675e-05	0.01929702612886738	0	0	7.506709121277142e-05	0	0	1	0
江苏 扬州_2023	江苏	扬州	2023	74823	3316134	1.2066998388452365e-06	5.128474315092255e-06	1.6290447824410694e-05	7.240199033071419e-06	2.98658E-05	3314826	1104942	0.00010106111150328856	0.013912042442046732	0	0	5.94299670631279e-05	0	0	2	0
江苏 扬州_2024	江苏	扬州	2024	162032	8764394	1.3695112556706324e-06	3.7661559530942394e-06	5.47804502268253e-06	4.22265970498445e-06	1.48364E-05	8762250	8762250	5.3182687095209565e-05	0.01640777197637593	0	0	4.256897486376216e-05	0	0	2	0
江苏 镇江_2010	江苏	镇江	2010	119723	2954747	4.0638250821315985e-06	3.0478688115986987e-06	1.1175518975861896e-05	6.434389713375031e-06	2.47216E-05	2952883	2952883	8.534032672476356e-05	0.005415385574030532	0	0	0.00015781187402277706	0	0	5	0
江苏 镇江_2011	江苏	镇江	2011	782128	19776233	2.8336437100876855e-06	4.1492640040569686e-06	1.2498392792708185e-05	4.301066345668808e-06	2.37824E-05	19762541	19762541	7.833000827170959e-05	0.009955197562904488	0	0	0.00011835522567669816	0	0	37	1
江苏 镇江_2012	江苏	镇江	2012	739256	22974258	3.5709759782187883e-06	6.009691280416986e-06	7.708082294447872e-06	5.966142792877732e-06	2.32549E-05	22962910	11481455	7.7472759332332e-05	0.013744555894701499	0	0	8.400503246322004e-05	0	0	9	0
江苏 镇江_2013	江苏	镇江	2013	302290	8898093	2.023985350843805e-06	3.823083440482743e-06	7.083948727953318e-06	3.7106398098803095e-06	1.66417E-05	8893345	69479.25781	5.487249173398761e-05	0.01050459641450995	0	0	0.00012661152805834024	0	0	1	0
江苏 镇江_2014	江苏	镇江	2014	290634	7615209	1.8405483045986493e-06	2.892290192940735e-06	7.493660954437358e-06	4.075499817325581e-06	1.6302E-05	7606429	110238.10144927536	5.692552970651537e-05	0.011873114177493801	0	0	0.0002021973780337659	0	0	4	0
江苏 镇江_2015	江苏	镇江	2015	206601	4976444	2.6158394309221196e-06	2.8170578486853594e-06	5.835334115133959e-06	4.829242026317759e-06	1.60975E-05	4969724	4969724	5.976187007568227e-05	0.01150124232251127	0	0	0.00024226697498694092	0	0	11	0
江苏 镇江_2016	江苏	镇江	2016	209263	5170295	3.0985827663411025e-06	3.6795670350300594e-06	7.5527954929564375e-06	5.616181263993248e-06	1.99471E-05	5163651	5163651	6.75878365908153e-05	0.011402978241558153	0	0	0.00022677752621158944	0	0	15	0
江苏 镇江_2017	江苏	镇江	2017	153440	4160364	1.4437424113289504e-06	2.8874848226579007e-06	7.459335791866244e-06	6.015593380537294e-06	1.78062E-05	4155866	415586.6	6.232154742236636e-05	0.0117559132079812	0	0	0.00017397096056513854	0	0	2	0
江苏 镇江_2018	江苏	镇江	2018	143785	4064575	1.969815046678461e-06	4.678310735861345e-06	9.35662147172269e-06	4.924537616696152e-06	2.09293E-05	4061295	580185	6.943598039541574e-05	0.012739286360631277	0	0	0.00016447955639765149	0	0	2	0
江苏 镇江_2019	江苏	镇江	2019	133722	3334917	6.003855075343878e-07	4.803084060275103e-06	1.530983044212689e-05	3.302120291439133e-06	2.40154E-05	3331193	416399.125	8.105204351714236e-05	0.0136077375282669	0	0	0.00017411179718497248	0	0	2	1
江苏 镇江_2020	江苏	镇江	2020	123504	3495992	8.588315653808431e-07	3.1490490730630915e-06	1.116481034995096e-05	3.4353262615233726e-06	1.8608E-05	3493118	3493118	6.326725864972211e-05	0.015444654317432163	0	0	0.00010678139129568483	0	0	1	0
江苏 镇江_2021	江苏	镇江	2021	71613	2090118	2.8725919301232437e-06	2.8725919301232437e-06	1.7235551580739464e-05	9.096541112056939e-06	3.20773E-05	2088706	696235.3333333334	0.00010963725866637048	0.01787230945858345	0	0	9.431676837237984e-05	0	0	0	0
江苏 镇江_2022	江苏	镇江	2022	43061	1350266	3.7060536162188766e-06	8.153317955681528e-06	1.7789057357850608e-05	8.153317955681528e-06	3.78017E-05	1349144	1349144	0.00012822945512117314	0.015537259180636018	0	0	0.0001171112942725165	0	0	0	0
江苏 镇江_2023	江苏	镇江	2023	54950	1580179	1.8998945558521501e-06	6.332981852840501e-06	1.6465752817385303e-05	1.1399367335112901e-05	3.6098E-05	1579035	315807	0.0001304594261685143	0.010365191398544048	0	0	0.00015579135357987633	0	0	0	0
江苏 镇江_2024	江苏	镇江	2024	108979	4321689	4.6293799431651024e-07	4.629379943165103e-06	8.795821892013694e-06	3.472034957373827e-06	1.73602E-05	4320233	1080058.25	5.740431129524727e-05	0.01394207210583318	0	0	5.4626683329348206e-05	0	0	5	0
江西 抚州_2010	江西	抚州	2010	14180	388852	2.5729694125396237e-06	2.5729694125396237e-06	5.145938825079247e-06	2.5729694125396237e-06	1.28648E-05	388656	194328	4.37404800131736e-05	0.006548207154913342	0	0	0.00016467004240253592	0	0	3	0
江西 抚州_2011	江西	抚州	2011	151524	4325507	2.0818601281454306e-06	2.5444957121777482e-06	1.0409300640727152e-05	6.0142625924201326e-06	2.10499E-05	4323057	1080764.25	7.147719773299311e-05	0.012165696635505848	0	0	9.229579901444742e-05	0	0	5	0
江西 抚州_2012	江西	抚州	2012	140582	4360494	4.5888989028860505e-06	3.2122292320202353e-06	7.34223824461768e-06	5.047788793174655e-06	2.01912E-05	4358344	4358344	7.043959815930087e-05	0.017869401772783424	0	0	7.892906112964006e-05	0	0	0	0
江西 抚州_2013	江西	抚州	2013	56083	1667551	2.9998410084265532e-06	5.9996820168531065e-06	7.1996184202237285e-06	6.5996502185384175e-06	2.27988E-05	1666755	416688.75	7.679592981571977e-05	0.011572186674106272	0	0	0.00011699379932863559	0	0	2	0
江西 抚州_2014	江西	抚州	2014	43054	1287770	3.885716417307292e-06	1.5542865669229168e-06	7.771432834614584e-06	7.771432834614584e-07	1.39886E-05	1286764	1286764	4.585145372422604e-05	0.013003938562160583	0	0	0.00012589721192075626	0	0	2	0
江西 抚州_2015	江西	抚州	2015	30150	783428	2.5560542701442636e-06	2.5560542701442636e-06	2.1726461296226242e-05	5.112108540288527e-06	3.19507E-05	782456	130409.33333333333	0.00010096414367069842	0.007486682957252549	0	0	0.00018531393458545912	0	0	7	0
江西 抚州_2016	江西	抚州	2016	28551	723470	8.303027283747654e-06	4.151513641873827e-06	1.1070703044996872e-05	2.767675761249218e-06	2.62929E-05	722628	722628	8.164643495685193e-05	0.006534482472309404	0	0	0.0001702120593168269	0	0	1	0
江西 抚州_2017	江西	抚州	2017	25340	749164	5.343079109629297e-06	1.2021927996665918e-05	1.4693467551480567e-05	1.0686158219258595e-05	4.27446E-05	748632	748632	0.0001429273661825837	0.009278256873871274	0	0	0.00015227775462443497	0	0	0	0
江西 抚州_2018	江西	抚州	2018	23512	711438	1.4063708599957809e-06	9.844596019970467e-06	1.406370859995781e-05	1.1250966879966247e-05	3.65656E-05	711050	711050	0.00013501160255959498	0.009990858589410028	0	0	0.00017157724491948526	0	0	0	0
江西 抚州_2019	江西	抚州	2019	29025	771976	1.2966737724389396e-06	2.5933475448778792e-06	1.4263411496828335e-05	2.5933475448778792e-06	2.07468E-05	771204	385602	6.483368862194698e-05	0.009022256108630142	0	0	0.00026322477580510473	0	0	2	0
江西 抚州_2020	江西	抚州	2020	29528	772705	0	1.2957849411648848e-06	1.4253634352813732e-05	5.183139764659539e-06	2.07326E-05	771733	771733	7.126817176406866e-05	0.011240934364605375	0	0	0.0002617485581153067	0	0	3	0
江西 抚州_2021	江西	抚州	2021	21161	551176	0	7.263720259605362e-06	2.5423020908618766e-05	1.8159300649013405e-06	3.45027E-05	550682	550682	0.00011803545421858713	0.010801152026033174	0	0	0.0003758975234345775	0	0	0	0
江西 抚州_2022	江西	抚州	2022	11278	304684	0	3.284438984976976e-06	2.627551187981581e-05	9.853316954930928e-06	3.94133E-05	304466	304466	0.00012480868142912508	0.008999362818836915	0	0	9.52487305643323e-05	0	0	0	0
江西 抚州_2023	江西	抚州	2023	12002	527051	0	5.6941663265984e-06	1.13883326531968e-05	1.8980554421994665e-06	1.89806E-05	526855	526855	6.453388503478187e-05	0.008465327272209621	0	0	5.504360782378453e-05	0	0	1	0
江西 抚州_2024	江西	抚州	2024	17316	551563	1.8167119330723325e-06	7.26684773228933e-06	1.2716983531506328e-05	0	2.18005E-05	550445	550445	7.811861312211029e-05	0.01423938813142094	0	0	4.9051222192952976e-05	0	0	0	0
江西 赣州_2010	江西	赣州	2010	74389	1846629	4.336736768209551e-06	2.7104604801309694e-06	1.572067078475962e-05	6.505105152314327e-06	2.9273E-05	1844705	63610.51724137931	0.00010137122195689826	0.004863650285547012	0	0	0.00010733423501318639	0	0	0	0
江西 赣州_2011	江西	赣州	2011	614078	15503009	2.1948807505149416e-06	3.679653022922108e-06	1.0587071855425012e-05	7.488416678227448e-06	2.395E-05	15490591	3872647.75	8.243713877669354e-05	0.008167732270511822	0	0	0.0001300144068099145	0	0	26	0
江西 赣州_2012	江西	赣州	2012	564915	16778869	3.041195860228785e-06	5.307184932556115e-06	8.10985562727676e-06	6.619073342850885e-06	2.30773E-05	16769719	1197837.0714285714	7.781883524703067e-05	0.009700162537010906	0	0	0.00010077688242718915	0	1	18	0
江西 赣州_2013	江西	赣州	2013	198771	5601587	1.7861745446192653e-06	4.465436361548163e-06	8.930872723096326e-06	7.144698178477061e-06	2.23272E-05	5598557	373237.13333333336	7.841306250878574e-05	0.00776950203418488	0	0	0.00014896695702124672	0	0	2	0
江西 赣州_2014	江西	赣州	2014	147589	4291625	2.332140132703438e-06	6.0635643450289385e-06	1.0261416583895127e-05	7.229634411380657e-06	2.58868E-05	4287907	4287907	8.652239892329755e-05	0.0097819285726113	0	0	0.0001891365647622488	0	0	2	0
江西 赣州_2015	江西	赣州	2015	117256	3157040	2.220117691610429e-06	4.440235383220858e-06	7.928991755751532e-06	8.246151425981594e-06	2.28355E-05	3152986	394123.25	8.151003524912575e-05	0.010287708223252498	0	0	0.00019727331488309812	0	0	5	0
江西 赣州_2016	江西	赣州	2016	105419	2790886	1.4351042280323214e-06	6.816745083153527e-06	1.076328171024241e-05	4.305312684096964e-06	2.33204E-05	2787254	185816.93333333332	8.036583676981e-05	0.008114079305294746	0	0	0.00023463954128328455	0	0	21	0
江西 赣州_2017	江西	赣州	2017	76228	2300888	1.3049367497157414e-06	6.524683748578707e-06	1.1744430747441672e-05	6.95966266515062e-06	2.65337E-05	2298962	62134.10810810811	9.047561464695806e-05	0.008439895918244842	0	0	0.00014397802138530345	0	0	2	0
江西 赣州_2018	江西	赣州	2018	72843	2073112	2.414043165023025e-06	3.86246906403684e-06	1.4967067623142757e-05	4.82808633004605e-06	2.60717E-05	2071214	517803.5	8.545712804181508e-05	0.009705901949291575	0	0	0.00018395008917475452	0	0	1	0
江西 赣州_2019	江西	赣州	2019	54975	1375583	1.4556559877317314e-06	4.366967963195194e-06	1.1645247901853851e-05	4.366967963195194e-06	2.18348E-05	1373951	1373951	7.278279938658657e-05	0.009473409168158108	0	0	0.0002139814301965645	0	0	2	0
江西 赣州_2020	江西	赣州	2020	60733	1402193	1.4281847985438227e-06	9.99729358980676e-06	1.5710032783982052e-05	3.5704619963595567e-06	3.0706E-05	1400379	1400379	0.000112826599084962	0.008714069548315134	0	0	0.0002849228673094926	0	0	5	0
江西 赣州_2021	江西	赣州	2021	32571	842680	0	5.939342681066801e-06	1.9005896579413765e-05	3.5636056086400804e-06	2.85088E-05	841844	841844	9.502948289706881e-05	0.010535206047676292	0	0	0.0002031255196924846	0	0	0	0
江西 赣州_2022	江西	赣州	2022	21273	707860	1.4134395486039457e-06	2.8268790972078914e-06	1.5547835034643403e-05	1.1307516388831566e-05	3.10957E-05	707494	707494	0.00011024828479110778	0.008802901508705375	0	0	0.00011307516388831566	0	0	0	0
江西 赣州_2023	江西	赣州	2023	28066	943077	2.122319907891316e-06	7.428119677619606e-06	1.591739930918487e-05	9.550439585510923e-06	3.50183E-05	942365	471182.5	0.00012521687456558764	0.009444323590116356	0	0	0.00010717715534851146	0	0	2	0
江西 赣州_2024	江西	赣州	2024	46212	1907493	1.0493570327121314e-06	7.870177745340986e-06	7.870177745340986e-06	3.1480710981363943e-06	1.99378E-05	1905929	1905929	5.9813350864591495e-05	0.008857098034606745	0	0	0.00012015138024553906	0	0	2	0
江西 吉安_2010	江西	吉安	2010	18618	494008	2.0261535905467777e-06	0	1.4183075133827445e-05	4.0523071810935555e-06	2.02615E-05	493546	5250.489361702128	6.888922207859045e-05	0.0059224469451682315	0	0	7.699383644077756e-05	0	0	1	0
江西 吉安_2011	江西	吉安	2011	162699	4819623	2.0758141291119024e-06	4.981953909868566e-06	1.1209396297204273e-05	4.359209671134995e-06	2.26264E-05	4817387	4817387	7.306865734473896e-05	0.010267599426826203	0	0	9.673293841661465e-05	0	0	43	0
江西 吉安_2012	江西	吉安	2012	154186	4976324	4.623699232787576e-06	7.840185655596324e-06	1.4474188902639368e-05	5.829881641340857e-06	3.2768E-05	4974372	4974372	0.00010634508235411425	0.012981136111251833	0	0	7.860288695738879e-05	0	0	8	0
江西 吉安_2013	江西	吉安	2013	55556	1446381	1.3836282190975286e-06	8.301769314585171e-06	1.3836282190975285e-05	7.609955205036406e-06	3.11316E-05	1445475	1445475	0.00010238848821321711	0.008138501184731663	0	0	0.00010100485999411958	0	0	0	0
江西 吉安_2014	江西	吉安	2014	47361	1285673	2.3354100318316387e-06	1.5569400212210924e-06	1.1677050159158194e-05	3.892350053052731e-06	1.94618E-05	1284571	642285.5	6.850536093372806e-05	0.010239216049560514	0	0	0.00017515575238737292	0	0	0	0
江西 吉安_2015	江西	吉安	2015	33319	881929	1.1351549543270405e-06	1.1351549543270405e-06	2.270309908654081e-06	2.270309908654081e-06	6.81093E-06	880937	880937	2.2703099086540807e-05	0.008425120071015294	0	0	0.00021794975123079176	0	0	1	0
江西 吉安_2016	江西	吉安	2016	31199	877700	1.1409221389095522e-06	4.563688555638209e-06	1.026829925018597e-05	6.845532833457314e-06	2.28184E-05	876484	876484	7.644178330694e-05	0.007099958470434144	0	0	0.00014261526736369403	0	0	0	0
江西 吉安_2017	江西	吉安	2017	22462	638103	1.5691911290487093e-06	3.1383822580974186e-06	6.276764516194837e-06	4.707573387146128e-06	1.56919E-05	637271	318635.5	5.6490880645753535e-05	0.008490893199282566	0	0	0.00011455095242055577	0	0	0	0
江西 吉安_2018	江西	吉安	2018	17904	549209	1.8226323550050395e-06	7.290529420020158e-06	7.290529420020158e-06	5.467897065015119e-06	2.18716E-05	548657	182885.66666666666	8.384108833023183e-05	0.007820915435326625	0	0	0.00013487479427037294	0	0	1	0
江西 吉安_2019	江西	吉安	2019	15960	497124	6.037991039621297e-06	6.037991039621297e-06	1.0063318399368828e-05	2.0126636798737656e-06	2.4152E-05	496854	496854	7.64812198352031e-05	0.009354860784053263	0	0	7.446855615532933e-05	0	0	1	0
江西 吉安_2020	江西	吉安	2020	14836	452554	0	0	4.4222936668332395e-06	2.2111468334166198e-06	6.63344E-06	452254	90450.8	2.21114683341662e-05	0.012010949599119079	0	0	7.296784550274846e-05	0	0	0	0
江西 吉安_2021	江西	吉安	2021	10192	279832	3.5759240187664492e-06	7.1518480375328984e-06	3.218331616889804e-05	7.1518480375328984e-06	5.00629E-05	279648	139824	0.0001680684288820231	0.008553610252889346	0	0	7.509440439409544e-05	0	0	0	0
江西 吉安_2022	江西	吉安	2022	7503	216826	4.61488762748627e-06	9.22977525497254e-06	9.22977525497254e-06	1.3844662882458812e-05	3.69191E-05	216690	43338	0.0001430615164520744	0.010669620194748259	0	0	8.306797729475288e-05	0	0	0	0
江西 吉安_2023	江西	吉安	2023	7609	227999	0	1.3163148449600498e-05	3.510172919893466e-05	0	4.82649E-05	227909	227909	0.00013601920064587182	0.011210614762909759	0	0	9.652975529707033e-05	0	0	0	0
江西 吉安_2024	江西	吉安	2024	16958	687190	0	5.822433253080795e-06	4.366824939810596e-06	4.366824939810596e-06	1.45561E-05	686998	343499	4.512385771137616e-05	0.02305829129051322	0	0	0.0001353715731341285	0	0	1	0
江西 景德镇_2010	江西	景德镇	2010	31058	768349	3.906438200798736e-06	0	7.812876401597472e-06	5.208584267731649e-06	1.69279E-05	767963	767963	5.599228087811522e-05	0.006341451345963282	0	0	0.0001836025954375406	0	0	0	0
江西 景德镇_2011	江西	景德镇	2011	218114	5612740	1.9611884374035005e-06	4.992116022481638e-06	7.66646389166823e-06	6.775014601939366e-06	2.13948E-05	5608844	151590.37837837837	7.060278374652602e-05	0.009105797914864454	0	0	0.00047746023957877953	0	0	7	0
江西 景德镇_2012	江西	景德镇	2012	236629	6676518	1.6484369520820357e-06	2.84730018995988e-06	6.593747808328143e-06	4.046163427837724e-06	1.51356E-05	6672988	6672988	5.0202398086134726e-05	0.01154280511219262	0	0	8.826630588875629e-05	0	0	2	0
江西 景德镇_2013	江西	景德镇	2013	79213	2194762	3.1914330993556953e-06	4.103271127743037e-06	9.118380283873415e-06	6.382866198711391e-06	2.2796E-05	2193372	2193372	7.841807044131137e-05	0.009375974526892839	0	0	0.00012811324298842147	0	0	0	0
江西 景德镇_2014	江西	景德镇	2014	58348	1615194	2.4792394685006426e-06	1.0536767741127732e-05	1.3016007209628374e-05	4.958478937001285e-06	3.09905E-05	1613398	1613398	9.731014913865023e-05	0.01085968868189994	0	0	0.00019400048841017529	0	0	1	0
江西 景德镇_2015	江西	景德镇	2015	42280	1036882	9.659819786402066e-07	4.829909893201033e-06	5.795891871841239e-06	6.761873850481445e-06	1.83537E-05	1035216	1035216	6.665275652617425e-05	0.00664209208513006	0	0	0.000294624503485263	0	0	1	0
江西 景德镇_2016	江西	景德镇	2016	40267	906475	2.2095370246595378e-06	3.314305536989307e-06	5.523842561648845e-06	7.733379586308383e-06	1.87811E-05	905167	905167	6.297180520279683e-05	0.00683741232280894	0	0	0.00027950643361943154	0	0	4	0
江西 景德镇_2017	江西	景德镇	2017	23585	547159	5.490312343869242e-06	3.660208229246162e-06	5.490312343869242e-06	9.150520573115404e-06	2.37914E-05	546417	546417	8.784499750190788e-05	0.007205119899271069	0	0	0.0003715111352684854	0	0	0	0
江西 景德镇_2018	江西	景德镇	2018	20005	461460	2.1702236632507344e-06	6.510670989752204e-06	1.3021341979504408e-05	4.340447326501469e-06	2.60427E-05	460782	460782	9.766006484628306e-05	0.0065801181469762274	0	0	0.0002994908655286014	0	0	0	0
江西 景德镇_2019	江西	景德镇	2019	18911	545307	0	1.8356134712001423e-06	1.8356134712001423e-05	1.8356134712001423e-06	2.20274E-05	544777	544777	7.158892537680556e-05	0.011188064106964869	0	0	0.00016153398546561254	0	0	0	0
江西 景德镇_2020	江西	景德镇	2020	18921	463749	2.1599531722152264e-06	4.319906344430453e-06	1.5119672205506585e-05	2.1599531722152264e-06	2.37595E-05	462973	462973	6.911850151088725e-05	0.009689549930557505	0	0	0.00010583770543854609	0	0	3	0
江西 景德镇_2021	江西	景德镇	2021	11853	281114	1.0685587279876902e-05	0	1.780931213312817e-05	1.780931213312817e-05	4.63042E-05	280752	280752	0.00016028380919815352	0.009342765145039037	0	0	0.0007016868980452499	0	0	1	0
江西 景德镇_2022	江西	景德镇	2022	8386	244237	4.0975713694493274e-06	4.0975713694493274e-06	1.2292714108347982e-05	4.0975713694493274e-06	2.45854E-05	244047	244047	7.785385601953722e-05	0.00858441201899634	0	0	0.0016472236905186296	0	0	0	0
江西 景德镇_2023	江西	景德镇	2023	16138	825713	0	4.845072742710891e-06	9.690145485421782e-06	4.845072742710891e-06	1.93803E-05	825581	825581	6.298594565524158e-05	0.013497161393006864	0	0	0.0003076621191621416	0	0	1	0
江西 景德镇_2024	江西	景德镇	2024	30185	1346456	0	8.1719011407974e-06	1.1886401659341672e-05	6.68610093337969e-06	2.67444E-05	1346076	1346076	9.360541306731566e-05	0.012978464811793688	0	0	0.00012852171794163183	0	0	1	0
江西 九江_2010	江西	九江	2010	64701	1654682	5.442657371414196e-06	6.047397079349106e-06	9.67583532695857e-06	8.46635591108875e-06	2.96322E-05	1653604	1653604	0.00010038679151719517	0.006547516817811278	0	0	0.00012034320187904722	0	0	8	0
江西 九江_2011	江西	九江	2011	572313	14861370	2.693173962070954e-06	5.319018575090134e-06	1.0032073008714303e-05	7.810204490005766e-06	2.58545E-05	14852364	14852364	8.685486027678826e-05	0.009013312628211914	0	0	0.00010644770085085445	0	0	65	0
江西 九江_2012	江西	九江	2012	498710	13775391	5.447140908311473e-06	4.285084181205025e-06	9.877482180404805e-06	7.262854544415297e-06	2.68726E-05	13768691	13768691	9.303716671395995e-05	0.009911980739490777	0	0	9.485288035006378e-05	0	0	17	0
江西 九江_2013	江西	九江	2013	198192	5795968	3.4527632637037586e-06	3.625401426888946e-06	1.1221480607037215e-05	5.8696975482963894e-06	2.41693E-05	5792462	5792462	8.062202220748276e-05	0.009429151196848593	0	0	0.00011428646402859441	0	0	8	0
